Wave Data provided @ 10:50hrs on 27-06-2015
Site, SiteNumber, Seconds, DateTime, Latitude, Longitude, Hsig, Hmax, Tp, Tz, SST, Direction
Brisbane,13,1435224600,2015-06-25T19:30:00,-27.4934300000,153.6321700000,1.3264000000000000,1.8900000000000000,5.8800000000000000,5.4050000000000000,22.9500000000000000,122.192260856339
Brisbane,13,1435226400,2015-06-25T20:00:00,-27.4935700000,153.6323800000,1.4089000000000000,2.2100000000000000,11.1100000000000000,5.5560000000000000,22.9000000000000000,134.892260057799
Brisbane,13,1435228200,2015-06-25T20:30:00,-27.4935100000,153.6323600000,1.3721000000000000,2.2100000000000000,5.5600000000000000,5.5560000000000000,22.8500000000000000,139.092259232641
Brisbane,13,1435230000,2015-06-25T21:00:00,-27.4934900000,153.6323400000,1.3849000000000000,2.1500000000000000,5.5600000000000000,5.4050000000000000,22.8000000000000000,155.892258460719
Brisbane,13,1435231800,2015-06-25T21:30:00,-27.4935000000,153.6323800000,1.3707000000000000,2.4900000000000000,6.2500000000000000,5.3330000000000000,22.7500000000000000,137.69225766218
Brisbane,13,1435233600,2015-06-25T22:00:00,-27.4934600000,153.6324500000,1.3711000000000000,2.2500000000000000,12.5000000000000000,5.2630000000000000,22.6500000000000000,101.092256837022
Brisbane,13,1435235400,2015-06-25T22:30:00,-27.4934500000,153.6324300000,1.4636000000000000,2.5500000000000000,5.5600000000000000,5.4050000000000000,22.6000000000000000,141.8922560651
Brisbane,13,1435237200,2015-06-25T23:00:00,-27.4934400000,153.6325300000,1.4829000000000000,2.4700000000000000,5.5600000000000000,5.4050000000000000,22.5000000000000000,157.39225526656
Brisbane,13,1435239000,2015-06-25T23:30:00,-27.4934400000,153.6324700000,1.5393000000000000,2.3400000000000000,11.7600000000000000,5.2630000000000000,22.5000000000000000,123.592254441402
Brisbane,13,1435240800,2015-06-26T00:00:00,-27.4934300000,153.6324700000,1.5124000000000000,2.5100000000000000,10.5300000000000000,5.4050000000000000,22.4000000000000000,122.192253669481
Brisbane,13,1435242600,2015-06-26T00:30:00,-27.4935100000,153.6324300000,1.5419000000000000,2.4900000000000000,11.1100000000000000,5.6340000000000000,22.3500000000000000,116.592252870941
Brisbane,13,1435244400,2015-06-26T01:00:00,-27.4934600000,153.6324300000,1.6370000000000000,2.8000000000000000,11.1100000000000000,5.6340000000000000,22.3500000000000000,116.592252045783
Brisbane,13,1435246200,2015-06-26T01:30:00,-27.4934700000,153.6323800000,1.6800000000000000,2.9100000000000000,10.5300000000000000,5.6340000000000000,22.3000000000000000,117.992251273861
Brisbane,13,1435248000,2015-06-26T02:00:00,-27.4934900000,153.6324500000,1.8651000000000000,2.8900000000000000,11.1100000000000000,5.7970000000000000,22.3000000000000000,112.392250475321
Brisbane,13,1435249800,2015-06-26T02:30:00,-27.4934600000,153.6323400000,1.8621000000000000,3.4300000000000000,6.2500000000000000,5.7970000000000000,22.3000000000000000,181.292249650164
Brisbane,13,1435251600,2015-06-26T03:00:00,-27.4934700000,153.6323200000,1.7891000000000000,2.8500000000000000,5.8800000000000000,5.6340000000000000,22.3000000000000000,176.992248878242
Brisbane,13,1435253400,2015-06-26T03:30:00,-27.4934300000,153.6324300000,1.7340000000000000,2.9300000000000000,11.1100000000000000,5.7140000000000000,22.3000000000000000,98.2922480797019
Brisbane,13,1435255200,2015-06-26T04:00:00,-27.4934500000,153.6323400000,1.9211000000000000,3.0400000000000000,11.7600000000000000,5.7970000000000000,22.5000000000000000,96.8922472545441
Brisbane,13,1435257000,2015-06-26T04:30:00,-27.4934700000,153.6322800000,2.0126000000000000,3.3900000000000000,6.6700000000000000,5.9700000000000000,22.6500000000000000,181.292246482622
Brisbane,13,1435258800,2015-06-26T05:00:00,-27.4934900000,153.6323000000,1.9662000000000000,2.8600000000000000,6.6700000000000000,6.0610000000000000,22.6500000000000000,182.692245684082
Brisbane,13,1435260600,2015-06-26T05:30:00,-27.4934400000,153.6321500000,2.0647000000000000,3.2800000000000000,10.0000000000000000,6.0610000000000000,22.7000000000000000,105.292244858925
Brisbane,13,1435262400,2015-06-26T06:00:00,-27.4934600000,153.6322800000,1.9464000000000000,3.2300000000000000,10.5300000000000000,5.9700000000000000,22.6500000000000000,103.892244087003
Brisbane,13,1435264200,2015-06-26T06:30:00,-27.4934600000,153.6322800000,2.0946000000000000,3.6200000000000000,11.1100000000000000,5.9700000000000000,22.6000000000000000,99.692243288463
Brisbane,13,1435266000,2015-06-26T07:00:00,-27.4934700000,153.6321900000,1.9505000000000000,3.0900000000000000,11.1100000000000000,5.5560000000000000,22.6500000000000000,102.492242463305
Brisbane,13,1435267800,2015-06-26T07:30:00,-27.4935400000,153.6321900000,1.9789000000000000,3.6800000000000000,11.1100000000000000,5.7970000000000000,22.6500000000000000,108.092241691383
Brisbane,13,1435269600,2015-06-26T08:00:00,-27.4935700000,153.6322300000,2.0885000000000000,3.7800000000000000,11.1100000000000000,5.9700000000000000,22.7000000000000000,99.6922408928436
Brisbane,13,1435271400,2015-06-26T08:30:00,-27.4935700000,153.6321000000,2.1657000000000000,3.8400000000000000,6.6700000000000000,5.8820000000000000,22.7000000000000000,182.692240067686
Brisbane,13,1435273200,2015-06-26T09:00:00,-27.4935300000,153.6323200000,2.3535000000000000,3.7600000000000000,10.0000000000000000,6.0610000000000000,22.6500000000000000,108.092239295764
Brisbane,13,1435275000,2015-06-26T09:30:00,-27.4935400000,153.6324700000,2.2348000000000000,3.2900000000000000,5.5600000000000000,5.7140000000000000,22.7000000000000000,188.292238497224
Brisbane,13,1435276800,2015-06-26T10:00:00,-27.4935500000,153.6324700000,2.2760000000000000,3.9400000000000000,10.5300000000000000,5.8820000000000000,22.7000000000000000,106.692237672066
Brisbane,13,1435278600,2015-06-26T10:30:00,-27.4935100000,153.6326200000,2.2036000000000000,3.5700000000000000,7.1400000000000000,5.8820000000000000,22.6500000000000000,172.792236900144
Brisbane,13,1435280400,2015-06-26T11:00:00,-27.4934600000,153.6327700000,2.2757000000000000,3.8100000000000000,6.6700000000000000,5.7970000000000000,22.6500000000000000,167.192236101605
Brisbane,13,1435282200,2015-06-26T11:30:00,-27.4934100000,153.6327300000,2.1219000000000000,3.1600000000000000,7.1400000000000000,5.8820000000000000,22.6000000000000000,155.892235276447
Brisbane,13,1435284000,2015-06-26T12:00:00,-27.4934100000,153.6327300000,2.2379000000000000,3.8700000000000000,6.2500000000000000,5.7140000000000000,22.5000000000000000,160.192234504525
Brisbane,13,1435285800,2015-06-26T12:30:00,-27.4933800000,153.6327700000,2.2510000000000000,3.6400000000000000,7.1400000000000000,5.7970000000000000,22.5000000000000000,162.992233705985
Brisbane,13,1435287600,2015-06-26T13:00:00,-27.4933800000,153.6327900000,2.3879000000000000,4.2000000000000000,6.2500000000000000,5.7970000000000000,22.5000000000000000,157.392232880827
Brisbane,13,1435289400,2015-06-26T13:30:00,-27.4933800000,153.6329400000,2.5662000000000000,3.8300000000000000,11.1100000000000000,5.8820000000000000,22.5000000000000000,120.792232108906
Brisbane,13,1435291200,2015-06-26T14:00:00,-27.4933300000,153.6329400000,2.5567000000000000,4.6000000000000000,7.1400000000000000,5.9700000000000000,22.5000000000000000,154.492231310366
Brisbane,13,1435293000,2015-06-26T14:30:00,-27.4933100000,153.6329000000,2.2566000000000000,4.9000000000000000,11.1100000000000000,5.8820000000000000,22.5000000000000000,106.692230485208
Brisbane,13,1435294800,2015-06-26T15:00:00,-27.4933600000,153.6327900000,2.3060000000000000,3.9200000000000000,11.7600000000000000,5.8820000000000000,22.4500000000000000,98.2922297132862
Brisbane,13,1435296600,2015-06-26T15:30:00,-27.4933000000,153.6328800000,2.3056000000000000,3.8000000000000000,7.1400000000000000,5.6340000000000000,22.4500000000000000,154.492228914746
Brisbane,13,1435298400,2015-06-26T16:00:00,-27.4932900000,153.6329000000,2.2400000000000000,3.8300000000000000,7.1400000000000000,5.8820000000000000,22.4000000000000000,148.892228089589
Brisbane,13,1435300200,2015-06-26T16:30:00,-27.4932200000,153.6329400000,2.2575000000000000,3.7600000000000000,6.6700000000000000,5.6340000000000000,22.4000000000000000,134.892227317667
Brisbane,13,1435302000,2015-06-26T17:00:00,-27.4932900000,153.6327900000,2.1872000000000000,3.5000000000000000,7.1400000000000000,5.6340000000000000,22.3500000000000000,129.192226519127
Brisbane,13,1435303800,2015-06-26T17:30:00,-27.4932000000,153.6327700000,2.3544000000000000,3.6000000000000000,7.1400000000000000,5.7140000000000000,22.3500000000000000,127.792225693969
Brisbane,13,1435305600,2015-06-26T18:00:00,-27.4931900000,153.6328600000,2.4810000000000000,4.1400000000000000,7.6900000000000000,5.7970000000000000,22.3500000000000000,141.892224922047
Brisbane,13,1435307400,2015-06-26T18:30:00,-27.4931100000,153.6328100000,2.6009000000000000,4.2200000000000000,7.6900000000000000,5.7140000000000000,22.3500000000000000,143.292224123507
Brisbane,13,1435309200,2015-06-26T19:00:00,-27.4931500000,153.6328100000,2.4911000000000000,4.1700000000000000,7.6900000000000000,6.0610000000000000,22.3500000000000000,150.29222329835
Brisbane,13,1435311000,2015-06-26T19:30:00,-27.4931300000,153.6327900000,2.5336000000000000,4.0400000000000000,8.3300000000000000,5.9700000000000000,22.3500000000000000,136.292222526428
Brisbane,13,1435312800,2015-06-26T20:00:00,-27.4931700000,153.6327500000,2.3110000000000000,3.9000000000000000,7.6900000000000000,5.7970000000000000,22.4000000000000000,143.292221727888
Brisbane,13,1435314600,2015-06-26T20:30:00,-27.4932300000,153.6326400000,2.3467000000000000,3.9500000000000000,7.1400000000000000,5.7970000000000000,22.4500000000000000,124.99222090273
Brisbane,13,1435316400,2015-06-26T21:00:00,-27.4932500000,153.6324900000,2.1704000000000000,3.2000000000000000,7.6900000000000000,5.6340000000000000,22.4500000000000000,143.292220130808
Brisbane,13,1435318200,2015-06-26T21:30:00,-27.4932400000,153.6323800000,2.4376000000000000,4.0200000000000000,8.3300000000000000,5.6340000000000000,22.4500000000000000,144.692219332269
Brisbane,13,1435320000,2015-06-26T22:00:00,-27.4932800000,153.6323800000,2.3417000000000000,3.8500000000000000,7.1400000000000000,6.0610000000000000,22.4000000000000000,133.392218507111
Brisbane,13,1435321800,2015-06-26T22:30:00,-27.4933100000,153.6323600000,2.3806000000000000,4.9300000000000000,8.3300000000000000,6.1540000000000000,22.4500000000000000,139.092217735189
Brisbane,13,1435323600,2015-06-26T23:00:00,-27.4933200000,153.6323400000,2.6534000000000000,4.4700000000000000,7.6900000000000000,5.9700000000000000,22.4500000000000000,131.992216936649
Brisbane,13,1435325400,2015-06-26T23:30:00,-27.4933500000,153.6323600000,2.4591000000000000,3.6500000000000000,7.6900000000000000,6.1540000000000000,22.4500000000000000,141.892216111491
Brisbane,13,1435327200,2015-06-27T00:00:00,-27.4933800000,153.6324700000,2.5524000000000000,4.8400000000000000,7.6900000000000000,5.9700000000000000,22.4500000000000000,143.29221533957
Brisbane,13,1435329000,2015-06-27T00:30:00,-27.4933200000,153.6325100000,2.5128000000000000,4.6000000000000000,7.6900000000000000,6.0610000000000000,22.4500000000000000,131.99221454103
Brisbane,13,1435330800,2015-06-27T01:00:00,-27.4933800000,153.6326400000,2.5831000000000000,4.0800000000000000,8.3300000000000000,6.0610000000000000,22.4500000000000000,144.692213715872
Brisbane,13,1435332600,2015-06-27T01:30:00,-27.4933500000,153.6326000000,2.4704000000000000,4.0200000000000000,7.1400000000000000,5.7970000000000000,22.5000000000000000,133.39221294395
Brisbane,13,1435334400,2015-06-27T02:00:00,-27.4933700000,153.6325800000,2.2662000000000000,3.4900000000000000,8.3300000000000000,5.7970000000000000,22.5500000000000000,153.09221214541
Brisbane,13,1435336200,2015-06-27T02:30:00,-27.4933800000,153.6324900000,2.4799000000000000,4.5100000000000000,8.3300000000000000,5.7140000000000000,22.5500000000000000,150.292211320252
Brisbane,13,1435338000,2015-06-27T03:00:00,-27.4933800000,153.6325800000,2.5768000000000000,4.1900000000000000,7.6900000000000000,5.7970000000000000,22.5000000000000000,147.492210548331
Brisbane,13,1435339800,2015-06-27T03:30:00,-27.4933900000,153.6327500000,2.4595000000000000,3.9300000000000000,7.6900000000000000,5.9700000000000000,22.5000000000000000,161.592209749791
Brisbane,13,1435341600,2015-06-27T04:00:00,-27.4933600000,153.6328300000,2.4361000000000000,4.0800000000000000,9.0900000000000000,5.8820000000000000,22.4500000000000000,155.892208924633
Brisbane,13,1435343400,2015-06-27T04:30:00,-27.4932300000,153.6330300000,2.3405000000000000,4.0300000000000000,8.3300000000000000,5.8820000000000000,22.4500000000000000,134.892208152711
Brisbane,13,1435345200,2015-06-27T05:00:00,-27.4931900000,153.6328800000,2.3758000000000000,3.7600000000000000,9.0900000000000000,5.8820000000000000,22.4000000000000000,147.492207354171
Brisbane,13,1435347000,2015-06-27T05:30:00,-27.4930600000,153.6327700000,2.2981000000000000,3.5700000000000000,8.3300000000000000,5.7970000000000000,22.4000000000000000,160.192206529014
Brisbane,13,1435348800,2015-06-27T06:00:00,-27.4929000000,153.6328800000,2.2840000000000000,4.6900000000000000,9.0900000000000000,5.5560000000000000,22.3500000000000000,148.892205757092
Brisbane,13,1435350600,2015-06-27T06:30:00,-27.4930300000,153.6326000000,2.2378000000000000,3.7100000000000000,7.6900000000000000,5.6340000000000000,22.5000000000000000,147.492204958552
Brisbane,13,1435352400,2015-06-27T07:00:00,-27.4931300000,153.6324900000,2.1850000000000000,3.8900000000000000,8.3300000000000000,5.7140000000000000,22.5500000000000000,150.292204133394
Brisbane,13,1435354200,2015-06-27T07:30:00,-27.4930300000,153.6325100000,2.3091000000000000,3.9600000000000000,7.1400000000000000,5.4790000000000000,22.5500000000000000,139.092203361472
Brisbane,13,1435356000,2015-06-27T08:00:00,-27.4923500000,153.6329400000,2.3295000000000000,3.6000000000000000,8.3300000000000000,5.7140000000000000,22.7000000000000000,139.092202562933
Brisbane,13,1435357800,2015-06-27T08:30:00,-27.4925800000,153.6326400000,2.1770000000000000,3.6200000000000000,7.1400000000000000,5.5560000000000000,22.7500000000000000,146.092201737775
Brisbane,13,1435359600,2015-06-27T09:00:00,-27.4924700000,153.6326200000,2.2345000000000000,3.2400000000000000,7.6900000000000000,5.4050000000000000,22.7000000000000000,113.792200965853
Brisbane,13,1435361400,2015-06-27T09:30:00,-27.4918700000,153.6321900000,2.2995000000000000,3.3100000000000000,-99.9,-99.9,-99.9,-99.9
Gladstone,60,1434722400,2015-06-20T00:00:00,-23.8949600000,151.5021500000,0.4917000000000000,0.8600000000000000,10.0000000000000000,4.0820000000000000,14.4500000000000000,70.1016913073237
Gladstone,60,1434724200,2015-06-20T00:30:00,-23.8950600000,151.5023400000,0.5047000000000000,1.0700000000000000,9.0900000000000000,3.7040000000000000,14.4000000000000000,63.0016901665526
Gladstone,60,1434726000,2015-06-20T01:00:00,-23.8950800000,151.5023900000,0.4933000000000000,0.8200000000000000,9.0900000000000000,3.7380000000000000,14.4000000000000000,68.7016890257814
Gladstone,60,1434727800,2015-06-20T01:30:00,-23.8951000000,151.5023900000,0.5062000000000000,1.0600000000000000,9.0900000000000000,3.7380000000000000,14.4500000000000000,58.8016878850103
Gladstone,60,1434729600,2015-06-20T02:00:00,-23.8950900000,151.5023900000,0.4938000000000000,0.9700000000000000,9.0900000000000000,3.7380000000000000,14.4000000000000000,65.9016867442391
Gladstone,60,1434731400,2015-06-20T02:30:00,-23.8950800000,151.5023900000,0.4885000000000000,0.9600000000000000,9.0900000000000000,3.5400000000000000,14.3000000000000000,68.701685603468
Gladstone,60,1434733200,2015-06-20T03:00:00,-23.8950700000,151.5023900000,0.4947000000000000,0.7800000000000000,10.0000000000000000,3.5710000000000000,14.2000000000000000,74.3016844626968
Gladstone,60,1434735000,2015-06-20T03:30:00,-23.8949700000,151.5023200000,0.4898000000000000,0.9400000000000000,9.0900000000000000,3.3610000000000000,14.1500000000000000,61.6016833219256
Gladstone,60,1434736800,2015-06-20T04:00:00,-23.8949100000,151.5022800000,0.5122000000000000,0.8500000000000000,9.0900000000000000,3.2520000000000000,14.1000000000000000,54.6016821811545
Gladstone,60,1434738600,2015-06-20T04:30:00,-23.8949000000,151.5022400000,0.4919000000000000,0.8100000000000000,9.0900000000000000,3.2260000000000000,14.0500000000000000,54.6016810403833
Gladstone,60,1434740400,2015-06-20T05:00:00,-23.8948700000,151.5020900000,0.5574000000000000,0.9700000000000000,9.0900000000000000,3.2260000000000000,14.0500000000000000,53.2016798996121
Gladstone,60,1434742200,2015-06-20T05:30:00,-23.8948900000,151.5018500000,0.5767000000000000,0.9900000000000000,8.3300000000000000,3.5400000000000000,14.0500000000000000,64.401678758841
Gladstone,60,1434744000,2015-06-20T06:00:00,-23.8950500000,151.5016600000,0.5933000000000000,1.2900000000000000,8.3300000000000000,3.5400000000000000,14.0500000000000000,70.1016776180698
Gladstone,60,1434745800,2015-06-20T06:30:00,-23.8951300000,151.5015900000,0.6267000000000000,1.0700000000000000,9.0900000000000000,3.6040000000000000,14.0500000000000000,60.2016764772987
Gladstone,60,1434747600,2015-06-20T07:00:00,-23.8950600000,151.5016400000,0.6730000000000000,1.1900000000000000,8.3300000000000000,3.4780000000000000,14.1000000000000000,64.4016753365275
Gladstone,60,1434749400,2015-06-20T07:30:00,-23.8950100000,151.5016400000,0.6296000000000000,1.0700000000000000,8.3300000000000000,3.3900000000000000,14.1500000000000000,71.5016741957563
Gladstone,60,1434751200,2015-06-20T08:00:00,-23.8950700000,151.5015900000,0.6309000000000000,1.0800000000000000,8.3300000000000000,3.3900000000000000,14.1000000000000000,71.5016730549852
Gladstone,60,1434753000,2015-06-20T08:30:00,-23.8950900000,151.5015900000,0.6098000000000000,1.0100000000000000,9.0900000000000000,3.4190000000000000,14.1500000000000000,68.701671914214
Gladstone,60,1434754800,2015-06-20T09:00:00,-23.8951200000,151.5015700000,0.5856000000000000,0.9100000000000000,8.3300000000000000,3.5710000000000000,14.1000000000000000,67.3016707734429
Gladstone,60,1434756600,2015-06-20T09:30:00,-23.8951100000,151.5015700000,0.5584000000000000,0.9200000000000000,8.3300000000000000,3.4780000000000000,14.1000000000000000,74.3016696326717
Gladstone,60,1434758400,2015-06-20T10:00:00,-23.8951200000,151.5015900000,0.5457000000000000,1.1400000000000000,9.0900000000000000,3.3610000000000000,14.1000000000000000,61.6016684919005
Gladstone,60,1434760200,2015-06-20T10:30:00,-23.8951300000,151.5015900000,0.5196000000000000,0.8800000000000000,9.0900000000000000,3.4190000000000000,14.1500000000000000,71.5016673511294
Gladstone,60,1434762000,2015-06-20T11:00:00,-23.8950800000,151.5016400000,0.4910000000000000,0.7500000000000000,8.3300000000000000,3.6040000000000000,14.2500000000000000,68.7016662103582
Gladstone,60,1434763800,2015-06-20T11:30:00,-23.8950200000,151.5016800000,0.5137000000000000,0.8300000000000000,9.0900000000000000,3.4190000000000000,14.3000000000000000,64.401665069587
Gladstone,60,1434765600,2015-06-20T12:00:00,-23.8949200000,151.5018300000,0.5061000000000000,0.7700000000000000,9.0900000000000000,3.5400000000000000,14.3500000000000000,64.4016639288159
Gladstone,60,1434767400,2015-06-20T12:30:00,-23.8948500000,151.5020400000,0.4726000000000000,0.7900000000000000,10.0000000000000000,3.9220000000000000,14.3500000000000000,63.0016627880447
Gladstone,60,1434769200,2015-06-20T13:00:00,-23.8949300000,151.5022600000,0.4427000000000000,0.9800000000000000,9.0900000000000000,4.0000000000000000,14.3500000000000000,58.8016616472736
Gladstone,60,1434771000,2015-06-20T13:30:00,-23.8949600000,151.5022800000,0.4358000000000000,0.6500000000000000,9.0900000000000000,4.0400000000000000,14.3500000000000000,58.8016605065024
Gladstone,60,1434772800,2015-06-20T14:00:00,-23.8950100000,151.5023400000,0.4400000000000000,0.7500000000000000,9.0900000000000000,4.3960000000000000,14.3500000000000000,60.2016593277055
Gladstone,60,1434774600,2015-06-20T14:30:00,-23.8950500000,151.5023400000,0.4116000000000000,0.6800000000000000,9.0900000000000000,4.4440000000000000,14.4000000000000000,63.0016581869344
Gladstone,60,1434776400,2015-06-20T15:00:00,-23.8950400000,151.5023400000,0.4333000000000000,0.6600000000000000,10.0000000000000000,4.6510000000000000,14.4000000000000000,70.1016570461632
Gladstone,60,1434778200,2015-06-20T15:30:00,-23.8950500000,151.5023400000,0.4386000000000000,0.9200000000000000,9.0900000000000000,4.7620000000000000,14.3500000000000000,64.401655905392
Gladstone,60,1434780000,2015-06-20T16:00:00,-23.8949700000,151.5022800000,0.4466000000000000,0.7500000000000000,9.0900000000000000,4.5450000000000000,14.3000000000000000,60.2016547646209
Gladstone,60,1434781800,2015-06-20T16:30:00,-23.8949300000,151.5021900000,0.4779000000000000,0.7900000000000000,9.0900000000000000,4.2110000000000000,14.3000000000000000,64.4016536238497
Gladstone,60,1434783600,2015-06-20T17:00:00,-23.8947600000,151.5021500000,0.4579000000000000,0.7800000000000000,9.0900000000000000,4.0000000000000000,14.2500000000000000,63.0016524830786
Gladstone,60,1434785400,2015-06-20T17:30:00,-23.8948700000,151.5018300000,0.4811000000000000,0.7700000000000000,9.0900000000000000,3.9220000000000000,14.2500000000000000,68.7016513423074
Gladstone,60,1434787200,2015-06-20T18:00:00,-23.8950600000,151.5016400000,0.4795000000000000,0.8600000000000000,8.3300000000000000,3.8100000000000000,14.2500000000000000,63.0016502015362
Gladstone,60,1434789000,2015-06-20T18:30:00,-23.8951700000,151.5015900000,0.4713000000000000,0.8900000000000000,8.3300000000000000,3.6360000000000000,14.2500000000000000,63.0016490607651
Gladstone,60,1434790800,2015-06-20T19:00:00,-23.8951900000,151.5015700000,0.4971000000000000,0.8200000000000000,9.0900000000000000,3.4780000000000000,14.2500000000000000,63.0016479199939
Gladstone,60,1434792600,2015-06-20T19:30:00,-23.8952000000,151.5015700000,0.4790000000000000,0.8700000000000000,8.3300000000000000,3.5090000000000000,14.2000000000000000,71.5016467792228
Gladstone,60,1434794400,2015-06-20T20:00:00,-23.8952100000,151.5015700000,0.4693000000000000,0.8800000000000000,8.3300000000000000,3.4780000000000000,14.2000000000000000,67.3016456384516
Gladstone,60,1434796200,2015-06-20T20:30:00,-23.8952000000,151.5015700000,0.4762000000000000,0.7400000000000000,8.3300000000000000,3.1010000000000000,14.2000000000000000,63.0016444976804
Gladstone,60,1434798000,2015-06-20T21:00:00,-23.8952000000,151.5015700000,0.4731000000000000,0.7800000000000000,7.6900000000000000,3.0300000000000000,14.2000000000000000,75.7016433569093
Gladstone,60,1434799800,2015-06-20T21:30:00,-23.8951900000,151.5015500000,0.4762000000000000,0.8200000000000000,9.0900000000000000,3.0080000000000000,14.2500000000000000,70.1016422161381
Gladstone,60,1434801600,2015-06-20T22:00:00,-23.8951800000,151.5015700000,0.4408000000000000,0.9000000000000000,9.0900000000000000,3.1500000000000000,14.2500000000000000,71.5016410753669
Gladstone,60,1434803400,2015-06-20T22:30:00,-23.8952100000,151.5015900000,0.4221000000000000,0.7000000000000000,9.0900000000000000,3.1500000000000000,14.2500000000000000,75.7016399345958
Gladstone,60,1434805200,2015-06-20T23:00:00,-23.8952200000,151.5015900000,0.4119000000000000,0.7000000000000000,9.0900000000000000,3.3330000000000000,14.2500000000000000,65.9016387938246
Gladstone,60,1434807000,2015-06-20T23:30:00,-23.8951600000,151.5016400000,0.3839000000000000,0.6600000000000000,8.3300000000000000,3.1500000000000000,14.2500000000000000,71.5016376530535
Gladstone,60,1434808800,2015-06-21T00:00:00,-23.8952100000,151.5016800000,0.4084000000000000,0.7000000000000000,8.3300000000000000,3.1010000000000000,14.2500000000000000,74.3016365122823
Gladstone,60,1434810600,2015-06-21T00:30:00,-23.8948800000,151.5020200000,0.4195000000000000,0.7500000000000000,10.0000000000000000,3.1750000000000000,14.2500000000000000,65.9016353715111
Gladstone,60,1434812400,2015-06-21T01:00:00,-23.8949800000,151.5023000000,0.4335000000000000,0.7700000000000000,8.3300000000000000,3.1250000000000000,14.2500000000000000,64.40163423074
Gladstone,60,1434814200,2015-06-21T01:30:00,-23.8950800000,151.5023400000,0.4403000000000000,0.8800000000000000,8.3300000000000000,3.0770000000000000,14.2000000000000000,60.2016330899688
Gladstone,60,1434816000,2015-06-21T02:00:00,-23.8950700000,151.5023900000,0.4326000000000000,0.8800000000000000,9.0900000000000000,3.0770000000000000,14.1500000000000000,64.4016319491977
Gladstone,60,1434817800,2015-06-21T02:30:00,-23.8950200000,151.5023900000,0.4273000000000000,0.8900000000000000,9.0900000000000000,3.0080000000000000,14.1000000000000000,61.6016308084265
Gladstone,60,1434819600,2015-06-21T03:00:00,-23.8950600000,151.5023900000,0.4288000000000000,0.7100000000000000,9.0900000000000000,3.0770000000000000,14.0500000000000000,67.3016296676553
Gladstone,60,1434821400,2015-06-21T03:30:00,-23.8950700000,151.5023700000,0.4350000000000000,0.7300000000000000,9.0900000000000000,3.0530000000000000,14.0000000000000000,61.6016285268842
Gladstone,60,1434823200,2015-06-21T04:00:00,-23.8950100000,151.5023200000,0.4462000000000000,0.8300000000000000,9.0900000000000000,3.0770000000000000,13.9500000000000000,64.401627386113
Gladstone,60,1434825000,2015-06-21T04:30:00,-23.8950100000,151.5024300000,0.4761000000000000,0.9100000000000000,9.0900000000000000,3.1010000000000000,13.9000000000000000,49.0016262453419
Gladstone,60,1434826800,2015-06-21T05:00:00,-23.8949100000,151.5021900000,0.5113000000000000,1.1000000000000000,8.3300000000000000,3.2520000000000000,13.8500000000000000,61.6016251045707
Gladstone,60,1434828600,2015-06-21T05:30:00,-23.8948600000,151.5020400000,0.5142000000000000,1.0400000000000000,9.0900000000000000,3.3610000000000000,13.8000000000000000,61.6016239637995
Gladstone,60,1434830400,2015-06-21T06:00:00,-23.8948700000,151.5018500000,0.5907000000000000,1.2600000000000000,9.0900000000000000,3.1750000000000000,13.8000000000000000,60.2016228230284
Gladstone,60,1434832200,2015-06-21T06:30:00,-23.8949800000,151.5016400000,0.5959000000000000,1.2200000000000000,4.5500000000000000,3.3330000000000000,13.8000000000000000,96.8016216822572
Gladstone,60,1434834000,2015-06-21T07:00:00,-23.8950300000,151.5016400000,0.6932000000000000,1.1200000000000000,5.0000000000000000,3.4190000000000000,13.8000000000000000,91.201620541486
Gladstone,60,1434835800,2015-06-21T07:30:00,-23.8949800000,151.5016800000,0.7012000000000000,1.2400000000000000,4.7600000000000000,3.5090000000000000,13.8500000000000000,96.8016194007149
Gladstone,60,1434837600,2015-06-21T08:00:00,-23.8950400000,151.5015700000,0.7571000000000000,1.3300000000000000,5.2600000000000000,3.4190000000000000,13.8500000000000000,98.2016182599437
Gladstone,60,1434839400,2015-06-21T08:30:00,-23.8950800000,151.5015900000,0.8095000000000000,1.4400000000000000,5.5600000000000000,3.4780000000000000,13.8000000000000000,99.6016171191726
Gladstone,60,1434841200,2015-06-21T09:00:00,-23.8950900000,151.5015900000,0.7782000000000000,1.4900000000000000,5.5600000000000000,3.6700000000000000,13.9000000000000000,95.4016159784014
Gladstone,60,1434843000,2015-06-21T09:30:00,-23.8951300000,151.5015700000,0.8295000000000000,1.3500000000000000,6.2500000000000000,3.7740000000000000,13.9500000000000000,94.0016148376302
Gladstone,60,1434844800,2015-06-21T10:00:00,-23.8951000000,151.5015900000,0.7969000000000000,1.2800000000000000,5.5600000000000000,3.7740000000000000,13.9500000000000000,95.4016136968591
Gladstone,60,1434846600,2015-06-21T10:30:00,-23.8951000000,151.5015900000,0.8399000000000000,1.4000000000000000,5.5600000000000000,3.7740000000000000,13.9500000000000000,92.6016125560879
Gladstone,60,1434848400,2015-06-21T11:00:00,-23.8951600000,151.5015900000,0.7622000000000000,1.3300000000000000,5.8800000000000000,3.7040000000000000,14.0000000000000000,92.6016114153168
Gladstone,60,1434850200,2015-06-21T11:30:00,-23.8951300000,151.5015900000,0.8005000000000000,1.4500000000000000,5.8800000000000000,3.7040000000000000,14.0500000000000000,86.9016102745456
